series,step,tokens_billions,train_loss,lr,step_ms,mfu_percent,status,source_file,notes
"DDP (8xA100, NVLink)",3400,1.671168,3.5854,0.0018,311.9,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3410,1.6760832,3.5658,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3420,1.6809984,3.546,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3430,1.6859136,3.8238,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3440,1.6908288,3.572,0.0018,311.7,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3450,1.695744,3.4125,0.0018,311.9,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3460,1.7006592,3.4085,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3470,1.7055744,3.7216,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3480,1.7104896,3.5902,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3490,1.7154048,3.6211,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3500,1.72032,3.5147,0.0018,309.8,79.8,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3510,1.7252352,3.4733,0.0018,310.6,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3520,1.7301504,3.7753,0.0018,310.7,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3530,1.7350656,3.447,0.0018,310.9,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3540,1.7399808,3.5323,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3550,1.744896,3.6555,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3560,1.7498112,3.5396,0.0018,311.3,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3570,1.7547264,3.5242,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3580,1.7596416,3.7317,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3590,1.7645568,3.5835,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3600,1.769472,3.7712,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3610,1.7743872,3.6574,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3620,1.7793024,3.5838,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3630,1.7842176,3.6767,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3640,1.7891328,3.5122,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3650,1.794048,3.5566,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3660,1.7989632,3.5568,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3670,1.8038784,3.3099,0.0018,311.3,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3680,1.8087936,3.4479,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3690,1.8137088,3.7064,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3700,1.818624,3.5776,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3710,1.8235392,3.5481,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3720,1.8284544,3.7009,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3730,1.8333696,3.4879,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3740,1.8382848,3.5402,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3750,1.8432,3.4523,0.0018,309.9,79.8,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3760,1.8481152,3.4851,0.0018,310.3,79.7,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3770,1.8530304,3.5549,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3780,1.8579456,3.8002,0.0018,310.8,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3790,1.8628608,3.539,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3800,1.867776,3.6492,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3810,1.8726912,3.5048,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3820,1.8776064,3.6375,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3830,1.8825216,3.5057,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3840,1.8874368,3.4825,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3850,1.892352,3.6874,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3860,1.8972672,3.4682,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3870,1.9021824,3.6512,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3880,1.9070976,3.5059,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3890,1.9120128,4.9485,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3900,1.916928,3.5843,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3910,1.9218432,3.4782,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3920,1.9267584,3.467,0.0018,311.8,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3930,1.9316736,3.756,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3940,1.9365888,3.5918,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3950,1.941504,3.5027,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3960,1.9464192,3.5296,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3970,1.9513344,3.7522,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3980,1.9562496,3.5608,0.0018,311.7,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",3990,1.9611648,3.5606,0.0018,311.8,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4000,1.96608,3.6119,0.0018,308.7,80.1,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4010,1.9709952,3.557,0.0018,311.8,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4020,1.9759104,3.465,0.0018,310.9,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4030,1.9808256,3.567,0.0018,310.7,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4040,1.9857408,3.5192,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4050,1.990656,3.4997,0.0018,310.8,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4060,1.9955712,3.5316,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4070,2.0004864,3.6454,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4080,2.0054016,3.613,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4090,2.0103168,3.4961,0.0018,310.9,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4100,2.015232,3.4692,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4110,2.0201472,3.4676,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4120,2.0250624,3.7752,0.0018,311.1,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4130,2.0299776,3.6742,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4140,2.0348928,3.5221,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4150,2.039808,3.4444,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4160,2.0447232,3.5839,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4170,2.0496384,3.6035,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4180,2.0545536,3.4985,0.0018,322.4,76.7,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4190,2.0594688,3.4691,0.0018,311.8,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4200,2.064384,3.567,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4210,2.0692992,3.4928,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4220,2.0742144,3.7364,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4230,2.0791296,3.4487,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4240,2.0840448,3.617,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4250,2.08896,3.5697,0.0018,309.9,79.8,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4260,2.0938752,3.5018,0.0018,310.9,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4270,2.0987904,3.5843,0.0018,310.5,79.7,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4280,2.1037056,3.4568,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4290,2.1086208,3.6505,0.0018,310.7,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4300,2.113536,3.7244,0.0018,310.8,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4310,2.1184512,3.5154,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4320,2.1233664,3.4399,0.0018,310.9,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4330,2.1282816,3.4219,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4340,2.1331968,3.4794,0.0018,311.0,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4350,2.138112,3.582,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4360,2.1430272,3.5342,0.0018,311.2,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4370,2.1479424,3.394,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4380,2.1528576,3.6151,0.0018,311.3,79.5,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4390,2.1577728,3.4596,0.0018,311.9,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4400,2.162688,3.5897,0.0018,311.3,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4410,2.1676032,3.4821,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4420,2.1725184,3.6467,0.0018,312.5,79.2,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4430,2.1774336,3.7012,0.0018,311.8,79.3,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4440,2.1823488,3.5438,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4450,2.187264,3.6656,0.0018,311.6,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4460,2.1921792,3.4658,0.0018,311.4,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4470,2.1970944,3.6114,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4480,2.2020096,3.4538,0.0018,311.5,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4490,2.2069248,3.5353,0.0018,311.7,79.4,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4500,2.21184,3.4693,0.0018,309.5,79.9,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4510,2.2167552,3.3994,0.0018,310.6,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4520,2.2216704,3.5469,0.0018,310.7,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4530,2.2265856,3.9202,0.0018,310.8,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4540,2.2315008,3.4203,0.0018,310.9,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
"DDP (8xA100, NVLink)",4550,2.236416,3.5326,0.0018,310.7,79.6,measured,out/runpod-8gpu/session_out/train.log + out/runpod-8gpu/session_out/train_ext.log,Clean 10000-step trapezoid; the step-8000 checkpoint joins the two logs.
